n_particles,parallel_time,serial_time,Pool,ThreadPool
0,1100,0.1590259075164795,0.2711493968963623,True,False
0,1350,0.19081401824951172,0.4347660541534424,True,False
0,1600,0.22690463066101074,0.5805137157440186,True,False
0,1850,0.22640585899353027,0.725762128829956,True,False
0,2100,0.2554492950439453,0.9206376075744629,True,False
0,2350,0.29987192153930664,1.1795117855072021,True,False
0,2600,0.3534698486328125,1.365142822265625,True,False
0,2850,0.34151554107666016,1.6689398288726807,True,False
0,3100,0.48182106018066406,2.6238512992858887,True,False
0,3350,0.5360779762268066,2.759239435195923,True,False
0,3600,0.7533807754516602,2.7669522762298584,True,False
0,3850,0.6685125827789307,2.8452351093292236,True,False
0,4100,0.8695459365844727,2.949486017227173,True,False
0,4350,0.805495023727417,4.0378382205963135,True,False
0,4600,0.9721369743347168,4.054239988327026,True,False
0,4850,0.9840259552001953,4.280066251754761,True,False
0,100,0.044033050537109375,0.0023734569549560547,True,False
0,350,0.10770750045776367,0.026673078536987305,True,False
0,600,0.09940743446350098,0.08451962471008301,True,False
0,850,0.08482789993286133,0.1344294548034668,True,False
0,1100,0.15019869804382324,0.23490309715270996,True,False
0,1350,0.2153325080871582,0.39426398277282715,True,False
0,1600,0.17865252494812012,0.588641881942749,True,False
0,1850,0.2572293281555176,0.7922301292419434,True,False
0,2100,0.2499406337738037,0.9674866199493408,True,False
0,2350,0.36710453033447266,1.192554235458374,True,False
0,2600,0.4283428192138672,1.1888229846954346,True,False
0,2850,0.40369176864624023,1.6714787483215332,True,False
0,3100,0.47298145294189453,2.1326897144317627,True,False
0,3350,0.4654824733734131,2.231235980987549,True,False
0,3600,0.5730938911437988,2.436290740966797,True,False
0,3850,0.7092552185058594,2.872990608215332,True,False
0,4100,0.6379239559173584,2.8090317249298096,True,False
0,4350,0.7293105125427246,3.5902812480926514,True,False
0,4600,1.0123279094696045,4.226346731185913,True,False
0,4850,0.9788260459899902,4.521360158920288,True,False
0,100,0.04971623420715332,0.002718687057495117,True,False
0,350,0.1722123622894287,0.043657779693603516,True,False
0,600,0.15006399154663086,0.10526084899902344,True,False
0,850,0.16994071006774902,0.24167919158935547,True,False
0,1100,0.22085189819335938,0.32709717750549316,True,False
0,1350,0.30104875564575195,0.5267491340637207,True,False
0,1600,0.32530999183654785,0.6829326152801514,True,False
0,1850,0.34629178047180176,0.8602814674377441,True,False
0,2100,0.31623125076293945,1.0213937759399414,True,False
0,2350,0.35769057273864746,1.3258068561553955,True,False
0,2600,0.4619326591491699,1.5326950550079346,True,False
0,2850,0.4002258777618408,2.0076115131378174,True,False
0,3100,0.72110915184021,2.501039743423462,True,False
0,3350,0.7436132431030273,2.718522310256958,True,False
0,3600,0.6018152236938477,2.7164528369903564,True,False
0,3850,0.6410248279571533,2.8588030338287354,True,False
0,4100,0.6915106773376465,3.1211678981781006,True,False
0,4350,0.753584623336792,3.468635082244873,True,False
0,4600,0.9966490268707275,3.9577393531799316,True,False
0,4850,0.9070632457733154,4.123822212219238,True,False
0,100,0.05519819259643555,0.0028748512268066406,True,False
0,350,0.18566560745239258,0.04259991645812988,True,False
0,600,0.16353130340576172,0.12407422065734863,True,False
0,850,0.1249091625213623,0.18571758270263672,True,False
0,1100,0.14284467697143555,0.3513376712799072,True,False
0,1350,0.40651559829711914,0.4716346263885498,True,False
0,1600,0.2176837921142578,0.6535329818725586,True,False
0,1850,0.21976733207702637,0.8462464809417725,True,False
0,2100,0.34497857093811035,1.0377910137176514,True,False
0,2350,0.4331965446472168,1.2243537902832031,True,False
0,2600,0.33429884910583496,1.3810670375823975,True,False
0,2850,0.35860204696655273,1.7140939235687256,True,False
0,3100,0.49095678329467773,1.9409596920013428,True,False
0,3350,0.5018928050994873,1.9748120307922363,True,False
0,3600,0.6030032634735107,2.5659401416778564,True,False
0,3850,0.6818668842315674,3.2045328617095947,True,False
0,4100,0.6619133949279785,3.2672269344329834,True,False
0,4350,0.723588228225708,3.792203903198242,True,False
0,4600,0.8556239604949951,3.419971227645874,True,False
0,4850,0.8509793281555176,4.1634745597839355,True,False
0,100,0.03677201271057129,0.0022475719451904297,True,False
0,350,0.16051316261291504,0.053874969482421875,True,False
0,600,0.14391660690307617,0.12325739860534668,True,False
0,850,0.14320778846740723,0.20088768005371094,True,False
0,1100,0.14141273498535156,0.2724192142486572,True,False
0,1350,0.23992252349853516,0.45168137550354004,True,False
0,1600,0.21308159828186035,0.6270322799682617,True,False
0,1850,0.3895914554595947,0.8248639106750488,True,False
